,Compound
1093,Ag1Au1Ba1
1094,Ag1Au1Ba1
1095,Ag1Au1Ba1
1096,Ag1Au1Ba2
1097,Ag1Au1Ba2
1098,Ag1Au2Ba1
1099,Ag1Au2Ba1
1100,Ag2Au1Ba1
1101,Ag2Au1Ba1
1102,Ag2Au2Ba8O12
1103,Ag1Au1Be1
1104,Ag1Au1Be1
1105,Ag1Au1Be1
1106,Ag1Au1Be2
1107,Ag1Au1Be2
1108,Ag1Au2Be1
1109,Ag1Au2Be1
1110,Ag2Au1Be1
1111,Ag2Au1Be1
1112,Ag1Au1Bi1
1113,Ag1Au1Bi1
1114,Ag1Au1Bi1
1115,Ag1Au1Bi2
1116,Ag1Au1Bi2
1117,Ag1Au2Bi1
1118,Ag1Au2Bi1
1119,Ag2Au1Bi1
1120,Ag2Au1Bi1
1121,Ag1Au1Br1
1122,Ag1Au1Br1
1123,Ag1Au1Br1
1124,Ag1Au1Br2
1125,Ag1Au1Br2
1126,Ag1Au2Br1
1127,Ag1Au2Br1
1128,Ag2Au1Br1
1129,Ag2Au1Br1
1130,Ag1Au1Ca1
1131,Ag1Au1Ca1
1132,Ag1Au1Ca1
1133,Ag1Au1Ca2
1134,Ag1Au1Ca2
1135,Ag1Au2Ca1
1136,Ag1Au2Ca1
1137,Ag2Au1Ca1
1138,Ag2Au1Ca1
1139,Ag1Au1Cd1
1140,Ag1Au1Cd1
1141,Ag1Au1Cd1
1142,Ag1Au1Cd2
1143,Ag1Au1Cd2
1144,Ag1Au1Cd2
1145,Ag1Au2Cd1
1146,Ag1Au2Cd1
1147,Ag2Au1Cd1
1148,Ag2Au1Cd1
1149,Ag1Au1Cl1
1150,Ag1Au1Cl1
1151,Ag1Au1Cl1
1152,Ag1Au1Cl2
1153,Ag1Au1Cl2
1154,Ag1Au2Cl1
1155,Ag1Au2Cl1
1156,Ag2Au1Cl1
1157,Ag2Au1Cl1
1158,Ag2Au2Cl8
1159,Ag2Au2Cl8
1160,Ag1Au1Cl6Cs2
1161,Ag4Au4Cl24Cs8
1162,Ag1Au1Co1
1163,Ag1Au1Co1
1164,Ag1Au1Co1
1165,Ag1Au1Co2
1166,Ag1Au1Co2
1167,Ag1Au2Co1
1168,Ag1Au2Co1
1169,Ag2Au1Co1
1170,Ag2Au1Co1
1171,Ag4Au4Co24
1172,Ag1Au1Cr1
1173,Ag1Au1Cr1
1174,Ag1Au1Cr1
1175,Ag1Au1Cr2
1176,Ag1Au1Cr2
1177,Ag1Au2Cr1
1178,Ag1Au2Cr1
1179,Ag2Au1Cr1
1180,Ag2Au1Cr1
1181,Ag1Au1Cu1
1182,Ag1Au1Cu1
1183,Ag1Au1Cu1
1184,Ag1Au1Cu2
1185,Ag1Au1Cu2
1186,Ag1Au2Cu1
1187,Ag1Au2Cu1
1188,Ag2Au1Cu1
1189,Ag2Au1Cu1
1190,Ag1Au1F3
1191,Ag1Au1F3
1192,Ag2Au2F8
1193,Ag2Au4F16
1194,Ag1Au1Fe1
1195,Ag1Au1Fe1
1196,Ag1Au1Fe1
1197,Ag1Au1Fe2
1198,Ag1Au1Fe2
1199,Ag1Au2Fe1
1200,Ag1Au2Fe1
1201,Ag2Au1Fe1
1202,Ag2Au1Fe1
1203,Ag4Au4Fe24
1204,Ag1Au1Ga1
1205,Ag1Au1Ga1
1206,Ag1Au1Ga1
1207,Ag1Au1Ga2
1208,Ag1Au1Ga2
1209,Ag1Au2Ga1
1210,Ag1Au2Ga1
1211,Ag2Au1Ga1
1212,Ag2Au1Ga1
1213,Ag1Au1Ge1
1214,Ag1Au1Ge1
1215,Ag1Au1Ge1
1216,Ag1Au1Ge2
1217,Ag1Au1Ge2
1218,Ag1Au2Ge1
1219,Ag1Au2Ge1
1220,Ag2Au1Ge1
1221,Ag2Au1Ge1
1222,Ag1Au1Hf1
1223,Ag1Au1Hf1
1224,Ag1Au1Hf1
1225,Ag1Au1Hf2
1226,Ag1Au1Hf2
1227,Ag1Au2Hf1
1228,Ag1Au2Hf1
1229,Ag2Au1Hf1
1230,Ag2Au1Hf1
1231,Ag1Au1Hg1
1232,Ag1Au1Hg1
1233,Ag1Au1Hg1
1234,Ag1Au1Hg2
1235,Ag1Au1Hg2
1236,Ag1Au2Hg1
1237,Ag1Au2Hg1
1238,Ag2Au1Hg1
1239,Ag2Au1Hg1
1240,Ag1Au1In1
1241,Ag1Au1In1
1242,Ag1Au1In1
1243,Ag1Au1In2
1244,Ag1Au1In2
1245,Ag1Au2In1
1246,Ag1Au2In1
1247,Ag2Au1In1
1248,Ag2Au1In1
1249,Ag1Au1Ir1
1250,Ag1Au1Ir1
1251,Ag1Au1Ir1
1252,Ag1Au1Ir2
1253,Ag1Au1Ir2
1254,Ag1Au2Ir1
1255,Ag1Au2Ir1
1256,Ag2Au1Ir1
1257,Ag2Au1Ir1
1258,Ag2Au6I16Rb4
1259,Ag1Au1K1
1260,Ag1Au1K1
1261,Ag1Au1K1
1262,Ag1Au1K2
1263,Ag1Au1K2
1264,Ag1Au2K1
1265,Ag1Au2K1
1266,Ag2Au1K1
1267,Ag2Au1K1
1268,Ag1Au1La1
1269,Ag1Au1La1
1270,Ag1Au1La1
1271,Ag1Au1La2
1272,Ag1Au1La2
1273,Ag1Au2La1
1274,Ag1Au2La1
1275,Ag2Au1La1
1276,Ag2Au1La1
1277,Ag1Au1Li1
1278,Ag1Au1Li1
1279,Ag1Au1Li1
1280,Ag1Au1Li2
1281,Ag1Au1Li2
1282,Ag1Au2Li1
1283,Ag1Au2Li1
1284,Ag2Au1Li1
1285,Ag2Au1Li1
1286,Ag1Au1Mg1
1287,Ag1Au1Mg1
1288,Ag1Au1Mg1
1289,Ag1Au1Mg2
1290,Ag1Au1Mg2
1291,Ag1Au2Mg1
1292,Ag1Au2Mg1
1293,Ag2Au1Mg1
1294,Ag2Au1Mg1
1295,Ag1Au1Mn1
1296,Ag1Au1Mn1
1297,Ag1Au1Mn1
1298,Ag1Au1Mn2
1299,Ag1Au1Mn2
1300,Ag1Au2Mn1
1301,Ag1Au2Mn1
1302,Ag2Au1Mn1
1303,Ag2Au1Mn1
1304,Ag1Au1Mo1
1305,Ag1Au1Mo1
1306,Ag1Au1Mo1
1307,Ag1Au1Mo2
1308,Ag1Au1Mo2
1309,Ag1Au2Mo1
1310,Ag1Au2Mo1
1311,Ag2Au1Mo1
1312,Ag2Au1Mo1
1313,Ag1Au1Na1
1314,Ag1Au1Na1
1315,Ag1Au1Na1
1316,Ag1Au1Na2
1317,Ag1Au1Na2
1318,Ag1Au2Na1
1319,Ag1Au2Na1
1320,Ag2Au1Na1
1321,Ag2Au1Na1
1322,Ag1Au1Nb1
1323,Ag1Au1Nb1
1324,Ag1Au1Nb1
1325,Ag1Au1Nb2
1326,Ag1Au1Nb2
1327,Ag1Au2Nb1
1328,Ag1Au2Nb1
1329,Ag2Au1Nb1
1330,Ag2Au1Nb1
1331,Ag1Au1Ni1
1332,Ag1Au1Ni1
1333,Ag1Au1Ni1
1334,Ag1Au1Ni2
1335,Ag1Au1Ni2
1336,Ag1Au2Ni1
1337,Ag1Au2Ni1
1338,Ag2Au1Ni1
1339,Ag2Au1Ni1
1340,Ag4Au4Ni24
1341,Ag1Au1O3
1342,Ag1Au1O3
1343,Ag1Au1Os1
1344,Ag1Au1Os1
1345,Ag1Au1Os1
1346,Ag1Au1Os2
1347,Ag1Au1Os2
1348,Ag1Au2Os1
1349,Ag1Au2Os1
1350,Ag2Au1Os1
1351,Ag2Au1Os1
1352,Ag1Au1P1
1353,Ag1Au1P1
1354,Ag1Au1P1
1355,Ag1Au1P2
1356,Ag1Au1P2
1357,Ag1Au2P1
1358,Ag1Au2P1
1359,Ag24Au8P16
1360,Ag2Au1P1
1361,Ag2Au1P1
1362,Ag1Au1Pb1
1363,Ag1Au1Pb1
1364,Ag1Au1Pb1
1365,Ag1Au1Pb2
1366,Ag1Au1Pb2
1367,Ag1Au2Pb1
1368,Ag1Au2Pb1
1369,Ag2Au1Pb1
1370,Ag2Au1Pb1
1371,Ag1Au1Pd1
1372,Ag1Au1Pd1
1373,Ag1Au1Pd1
1374,Ag1Au1Pd2
1375,Ag1Au1Pd2
1376,Ag1Au1Pd2
1377,Ag1Au2Pd1
1378,Ag1Au2Pd1
1379,Ag2Au1Pd1
1380,Ag2Au1Pd1
1381,Ag1Au1Pt1
1382,Ag1Au1Pt1
1383,Ag1Au1Pt1
1384,Ag1Au1Pt2
1385,Ag1Au1Pt2
1386,Ag1Au2Pt1
1387,Ag1Au2Pt1
1388,Ag2Au1Pt1
1389,Ag2Au1Pt1
1390,Ag1Au1Re1
1391,Ag1Au1Re1
1392,Ag1Au1Re1
1393,Ag1Au1Re2
1394,Ag1Au1Re2
1395,Ag1Au2Re1
1396,Ag1Au2Re1
1397,Ag2Au1Re1
1398,Ag2Au1Re1
1399,Ag1Au1Rh1
1400,Ag1Au1Rh1
1401,Ag1Au1Rh1
1402,Ag1Au1Rh2
1403,Ag1Au1Rh2
1404,Ag1Au2Rh1
1405,Ag1Au2Rh1
1406,Ag2Au1Rh1
1407,Ag2Au1Rh1
1408,Ag1Au1Ru1
1409,Ag1Au1Ru1
1410,Ag1Au1Ru1
1411,Ag1Au1Ru2
1412,Ag1Au1Ru2
1413,Ag1Au2Ru1
1414,Ag1Au2Ru1
1415,Ag2Au1Ru1
1416,Ag2Au1Ru1
1417,Ag24Au8S16
1418,Ag1Au1Sb1
1419,Ag1Au1Sb1
1420,Ag1Au1Sb1
1421,Ag1Au1Sb2
1422,Ag1Au1Sb2
1423,Ag1Au2Sb1
1424,Ag1Au2Sb1
1425,Ag2Au1Sb1
1426,Ag2Au1Sb1
1427,Ag1Au1Sc1
1428,Ag1Au1Sc1
1429,Ag1Au1Sc1
1430,Ag1Au1Sc2
1431,Ag1Au1Sc2
1432,Ag1Au2Sc1
1433,Ag1Au2Sc1
1434,Ag2Au1Sc1
1435,Ag2Au1Sc1
1436,Ag12Au4Se8
1437,Ag12Au4Se8
1438,Ag12Au4Se8
1439,Ag1Au1Se1
1440,Ag1Au1Se1
1441,Ag1Au1Se1
1442,Ag1Au1Se2
1443,Ag1Au1Se2
1444,Ag1Au2Se1
1445,Ag1Au2Se1
1446,Ag2Au1Se1
1447,Ag2Au1Se1
1448,Ag1Au1Si1
1449,Ag1Au1Si1
1450,Ag1Au1Si1
1451,Ag1Au1Si2
1452,Ag1Au1Si2
1453,Ag1Au2Si1
1454,Ag1Au2Si1
1455,Ag2Au1Si1
1456,Ag2Au1Si1
1457,Ag1Au1Sn1
1458,Ag1Au1Sn1
1459,Ag1Au1Sn1
1460,Ag1Au1Sn2
1461,Ag1Au1Sn2
1462,Ag1Au2Sn1
1463,Ag1Au2Sn1
1464,Ag2Au1Sn1
1465,Ag2Au1Sn1
1466,Ag1Au1Sr1
1467,Ag1Au1Sr1
1468,Ag1Au1Sr1
1469,Ag1Au1Sr2
1470,Ag1Au1Sr2
1471,Ag1Au2Sr1
1472,Ag1Au2Sr1
1473,Ag2Au1Sr1
1474,Ag2Au1Sr1
1475,Ag1Au1Ta1
1476,Ag1Au1Ta1
1477,Ag1Au1Ta1
1478,Ag1Au1Ta2
1479,Ag1Au1Ta2
1480,Ag1Au2Ta1
1481,Ag1Au2Ta1
1482,Ag2Au1Ta1
1483,Ag2Au1Ta1
1484,Ag1Au1Tc1
1485,Ag1Au1Tc1
1486,Ag1Au1Tc1
1487,Ag1Au1Tc2
1488,Ag1Au1Tc2
1489,Ag1Au2Tc1
1490,Ag1Au2Tc1
1491,Ag2Au1Tc1
1492,Ag2Au1Tc1
1493,Ag12Au4Te8
1494,Ag12Au4Te8
1495,Ag12Au4Te8
1496,Ag12Au4Te8
1497,Ag12Au4Te8
1498,Ag12Au4Te8
1499,Ag1Au1Te1
1500,Ag1Au1Te1
1501,Ag1Au1Te1
1502,Ag1Au1Te1
1503,Ag1Au1Te2
1504,Ag1Au1Te2
1505,Ag1Au2Te1
1506,Ag1Au2Te1
1507,Ag2Au1Te1
1508,Ag2Au1Te1
1509,Ag2Au2Te4
1510,Ag2Au2Te4
1511,Ag2Au2Te8
1512,Ag2Au2Te8
1513,Ag1Au1Ti1
1514,Ag1Au1Ti1
1515,Ag1Au1Ti1
1516,Ag1Au1Ti2
1517,Ag1Au1Ti2
1518,Ag1Au2Ti1
1519,Ag1Au2Ti1
1520,Ag2Au1Ti1
1521,Ag2Au1Ti1
1522,Ag1Au1Tl1
1523,Ag1Au1Tl1
1524,Ag1Au1Tl1
1525,Ag1Au1Tl2
1526,Ag1Au1Tl2
1527,Ag1Au2Tl1
1528,Ag1Au2Tl1
1529,Ag2Au1Tl1
1530,Ag2Au1Tl1
1531,Ag1Au1V1
1532,Ag1Au1V1
1533,Ag1Au1V1
1534,Ag1Au1V2
1535,Ag1Au1V2
1536,Ag1Au2V1
1537,Ag1Au2V1
1538,Ag2Au1V1
1539,Ag2Au1V1
1540,Ag1Au1W1
1541,Ag1Au1W1
1542,Ag1Au1W1
1543,Ag1Au1W2
1544,Ag1Au1W2
1545,Ag1Au2W1
1546,Ag1Au2W1
1547,Ag2Au1W1
1548,Ag2Au1W1
1549,Ag1Au1Y1
1550,Ag1Au1Y1
1551,Ag1Au1Y1
1552,Ag1Au1Y2
1553,Ag1Au1Y2
1554,Ag1Au2Y1
1555,Ag1Au2Y1
1556,Ag2Au1Y1
1557,Ag2Au1Y1
1558,Ag1Au1Zn1
1559,Ag1Au1Zn1
1560,Ag1Au1Zn1
1561,Ag1Au1Zn2
1562,Ag1Au1Zn2
1563,Ag1Au1Zn2
1564,Ag1Au2Zn1
1565,Ag1Au2Zn1
1566,Ag2Au1Zn1
1567,Ag2Au1Zn1
1568,Ag1Au1Zr1
1569,Ag1Au1Zr1
1570,Ag1Au1Zr1
1571,Ag1Au1Zr2
1572,Ag1Au1Zr2
1573,Ag1Au2Zr1
1574,Ag1Au2Zr1
1575,Ag2Au1Zr1
1576,Ag2Au1Zr1
1577,Ag1B2
1578,Ag1B2
1579,Ag1Ba1Be1
1580,Ag1Ba1Be1
1581,Ag1Ba1Be1
1582,Ag1Ba1Be2
1583,Ag1Ba1Be2
1584,Ag1Ba2Be1
1585,Ag1Ba2Be1
1586,Ag2Ba1Be1
1587,Ag2Ba1Be1
1588,Ag1Ba1Bi1
1589,Ag1Ba1Bi1
1590,Ag1Ba1Bi1
1591,Ag1Ba1Bi1
1592,Ag1Ba1Bi2
1593,Ag1Ba1Bi2
1594,Ag1Ba2Bi1
1595,Ag1Ba2Bi1
1596,Ag2Ba1Bi1
1597,Ag2Ba1Bi1
1598,Ag2Ba2Bi2
1599,Ag1Ba1Br1
1600,Ag1Ba1Br1
1601,Ag1Ba1Br1
1602,Ag1Ba1Br2
1603,Ag1Ba1Br2
1604,Ag1Ba2Br1
1605,Ag1Ba2Br1
1606,Ag2Ba1Br1
1607,Ag2Ba1Br1
1608,Ag1Ba1Cd1
1609,Ag1Ba1Cd1
1610,Ag1Ba1Cd1
1611,Ag1Ba1Cd2
1612,Ag1Ba1Cd2
1613,Ag1Ba2Cd1
1614,Ag1Ba2Cd1
1615,Ag2Ba1Cd1
1616,Ag2Ba1Cd1
1617,Ag1Ba1Cl1
1618,Ag1Ba1Cl1
1619,Ag1Ba1Cl1
1620,Ag1Ba1Cl2
1621,Ag1Ba1Cl2
1622,Ag1Ba2Cl1
1623,Ag1Ba2Cl1
1624,Ag2Ba1Cl1
1625,Ag2Ba1Cl1
1626,Ag1Ba1Cu1
1627,Ag1Ba1Cu1
1628,Ag1Ba1Cu1
1629,Ag1Ba1Cu2
1630,Ag1Ba1Cu2
1631,Ag1Ba2Cu1
1632,Ag1Ba2Cu1
1633,Ag2Ba1Cu1
1634,Ag2Ba1Cu1
1635,Ag2Ba2Er2S6
1636,Ag2Ba2Er2Se6
1637,Ag1Ba1F3
1638,Ag1Ba1F3
1639,Ag1Ba1Fe1
1640,Ag1Ba1Fe1
1641,Ag1Ba1Fe1
1642,Ag1Ba1Fe2
1643,Ag1Ba1Fe2
1644,Ag1Ba2Fe1
1645,Ag1Ba2Fe1
1646,Ag2Ba1Fe1
1647,Ag2Ba1Fe1
1648,Ag2Ba2F2S2
1649,Ag2Ba2F2Se2
1650,Ag2Ba2F2Te2
1651,Ag1Ba1Ga1
1652,Ag1Ba1Ga1
1653,Ag1Ba1Ga1
1654,Ag1Ba1Ga2
1655,Ag1Ba1Ga2
1656,Ag1Ba2Ga1
1657,Ag1Ba2Ga1
1658,Ag2Ba1Ga1
1659,Ag2Ba1Ga1
1660,Ag2Ba14Ga10Se30
1661,Ag1Ba1Ge1
1662,Ag1Ba1Ge1
1663,Ag1Ba1Ge1
1664,Ag1Ba1Ge2
1665,Ag1Ba1Ge2
1666,Ag1Ba2Ge1
1667,Ag1Ba2Ge1
1668,Ag2Ba1Ge1
1669,Ag2Ba1Ge1
1670,Ag2Ba1Ge2
1671,Ag6Ba8Ge40
1672,Ag2Ba1Ge1S4
1673,Ag2Ba1Ge1Se4
1674,Ag1Ba1Hg1
1675,Ag1Ba1Hg1
1676,Ag1Ba1Hg1
1677,Ag1Ba1Hg2
1678,Ag1Ba1Hg2
1679,Ag1Ba2Hg1
1680,Ag1Ba2Hg1
1681,Ag2Ba1Hg1
1682,Ag2Ba1Hg1
1683,Ag4Ba2Hg4O8
1684,Ag1Ba1In1
1685,Ag1Ba1In1
1686,Ag1Ba1In1
1687,Ag1Ba1In2
1688,Ag1Ba1In2
1689,Ag1Ba2In1
1690,Ag1Ba2In1
1691,Ag2Ba1In1
1692,Ag2Ba1In1
1693,Ag4Ba8In4S16
1694,Ag5Ba2La1S6
1695,Ag2Ba2La2Se6
1696,Ag1Ba1Li1
1697,Ag1Ba1Li1
1698,Ag1Ba1Li1
1699,Ag1Ba1Li2
1700,Ag1Ba1Li2
1701,Ag1Ba2Li1
1702,Ag1Ba2Li1
1703,Ag2Ba1Li1
1704,Ag2Ba1Li1
1705,Ag1Ba1Mg1
1706,Ag1Ba1Mg1
1707,Ag1Ba1Mg1
1708,Ag1Ba1Mg2
1709,Ag1Ba1Mg2
1710,Ag1Ba2Mg1
1711,Ag1Ba2Mg1
1712,Ag2Ba1Mg1
1713,Ag2Ba1Mg1
1714,Ag2Ba1Mn1O8V2
1715,Ag1Ba1Na1
1716,Ag1Ba1Na1
1717,Ag1Ba1Na1
1718,Ag1Ba1Na2
1719,Ag1Ba1Na2
1720,Ag1Ba2Na1
1721,Ag1Ba2Na1
1722,Ag2Ba1Na1
1723,Ag2Ba1Na1
1724,Ag2Ba2Nd2S6
1725,Ag1Ba1O3
1726,Ag1Ba1O3
1727,Ag24Ba4O16
1728,Ag4Ba4O36P12
1729,Ag1Ba1P1
1730,Ag1Ba1P1
1731,Ag1Ba1P1
1732,Ag1Ba1P2
1733,Ag1Ba1P2
1734,Ag1Ba2P1
1735,Ag1Ba2P1
1736,Ag2Ba1P1
1737,Ag2Ba1P1
1738,Ag2Ba2P2
1739,Ag1Ba1Pb1
1740,Ag1Ba1Pb1
1741,Ag1Ba1Pb1
1742,Ag1Ba1Pb2
1743,Ag1Ba1Pb2
1744,Ag1Ba2Pb1
1745,Ag1Ba2Pb1
1746,Ag2Ba1Pb1
1747,Ag2Ba1Pb1
1748,Ag1Ba1Pd1
1749,Ag1Ba1Pd1
1750,Ag1Ba1Pd1
1751,Ag1Ba1Pd2
1752,Ag1Ba1Pd2
1753,Ag1Ba2Pd1
1754,Ag1Ba2Pd1
1755,Ag2Ba1Pd1
1756,Ag2Ba1Pd1
1757,Ag1Ba1Pt1
1758,Ag1Ba1Pt1
1759,Ag1Ba1Pt1
1760,Ag1Ba1Pt2
1761,Ag1Ba1Pt2
1762,Ag1Ba2Pt1
1763,Ag1Ba2Pt1
1764,Ag2Ba1Pt1
1765,Ag2Ba1Pt1
1766,Ag1Ba1Rh1
1767,Ag1Ba1Rh1
1768,Ag1Ba1Rh1
1769,Ag1Ba1Rh2
1770,Ag1Ba1Rh2
1771,Ag1Ba2Rh1
1772,Ag1Ba2Rh1
1773,Ag2Ba1Rh1
1774,Ag2Ba1Rh1
1775,Ag2Ba1S2
1776,Ag32Ba4S20
1777,Ag1Ba1Sb1
1778,Ag1Ba1Sb1
1779,Ag1Ba1Sb1
1780,Ag1Ba1Sb2
1781,Ag1Ba1Sb2
1782,Ag1Ba2Sb1
1783,Ag1Ba2Sb1
1784,Ag2Ba1Sb1
1785,Ag2Ba1Sb1
1786,Ag2Ba2Sb2
1787,Ag1Ba1Sc1
1788,Ag1Ba1Sc1
1789,Ag1Ba1Sc1
1790,Ag1Ba1Sc2
1791,Ag1Ba1Sc2
1792,Ag1Ba2Sc1
1793,Ag1Ba2Sc1
1794,Ag2Ba1Sc1
1795,Ag2Ba1Sc1
1796,Ag1Ba1Se1
1797,Ag1Ba1Se1
1798,Ag1Ba1Se1
1799,Ag1Ba1Se2
1800,Ag1Ba1Se2
1801,Ag1Ba2Se1
1802,Ag1Ba2Se1
1803,Ag2Ba1Se1
1804,Ag2Ba1Se1
1805,Ag2Ba1Se1
1806,Ag2Ba1Se4Sn1
1807,Ag2Ba2Se6Y2
1808,Ag2Ba2Se6Y2
1809,Ag1Ba1Si1
1810,Ag1Ba1Si1
1811,Ag1Ba1Si1
1812,Ag1Ba1Si2
1813,Ag1Ba1Si2
1814,Ag1Ba2Si1
1815,Ag1Ba2Si1
1816,Ag2Ba1Si1
1817,Ag2Ba1Si1
1818,Ag1Ba1Sn1
1819,Ag1Ba1Sn1
1820,Ag1Ba1Sn1
1821,Ag1Ba1Sn2
1822,Ag1Ba1Sn2
1823,Ag1Ba2Sn1
1824,Ag1Ba2Sn1
1825,Ag2Ba1Sn1
1826,Ag2Ba1Sn1
1827,Ag2Ba1Sn2
1828,Ag1Ba1Sr1
1829,Ag1Ba1Sr1
1830,Ag1Ba1Sr1
1831,Ag1Ba1Sr2
1832,Ag1Ba1Sr2
1833,Ag1Ba2Sr1
1834,Ag1Ba2Sr1
1835,Ag2Ba1Sr1
1836,Ag2Ba1Sr1
1837,Ag8Ba8S48Sc24
1838,Ag2Ba1S4Sn1
1839,Ag5Ba2S6Y1
1840,Ag1Ba1Te1
1841,Ag1Ba1Te1
1842,Ag1Ba1Te1
1843,Ag1Ba1Te2
1844,Ag1Ba1Te2
1845,Ag1Ba2Te1
1846,Ag1Ba2Te1
1847,Ag2Ba1Te1
1848,Ag2Ba1Te1
1849,Ag8Ba4Te8
1850,Ag2Ba2Te6Y2
1851,Ag1Ba1Tl1
1852,Ag1Ba1Tl1
1853,Ag1Ba1Tl1
1854,Ag1Ba1Tl2
1855,Ag1Ba1Tl2
1856,Ag1Ba2Tl1
1857,Ag1Ba2Tl1
1858,Ag2Ba1Tl1
1859,Ag2Ba1Tl1
1860,Ag1Ba1Zn1
1861,Ag1Ba1Zn1
1862,Ag1Ba1Zn1
1863,Ag1Ba1Zn2
1864,Ag1Ba1Zn2
1865,Ag1Ba2Zn1
1866,Ag1Ba2Zn1
1867,Ag2Ba1Zn1
1868,Ag2Ba1Zn1
1869,Ag1B1Ba1
1870,Ag1B1Ba1
1871,Ag1B1Ba1
1872,Ag1B1Ba2
1873,Ag1B1Ba2
1874,Ag1B2Ba1
1875,Ag1B2Ba1
1876,Ag2B1Ba1
1877,Ag2B1Ba1
1878,Ag2B1Ba2
1879,Ag2B2Ba2
1880,Ag2B2Ba2
1881,Ag2B2Ba2
1882,Ag2B2Ba2
1883,Ag1B1Be1
1884,Ag1B1Be1
1885,Ag1B1Be1
1886,Ag1B1Be2
1887,Ag1B1Be2
1888,Ag1B2Be1
1889,Ag1B2Be1
1890,Ag2B1Be1
1891,Ag2B1Be1
1892,Ag1B1Bi1
1893,Ag1B1Bi1
1894,Ag1B1Bi1
1895,Ag1B1Bi2
1896,Ag1B1Bi2
1897,Ag1B1Bi2
1898,Ag1B1Bi2
1899,Ag1B2Bi1
1900,Ag1B2Bi1
1901,Ag2B1Bi1
1902,Ag2B1Bi1
1903,Ag2B2Bi2
1904,Ag2B2Bi2
1905,Ag2B2Bi2
1906,Ag2B2Bi2
1907,Ag2B2Bi2
1908,Ag2B2Bi2
1909,Ag2B2Bi4
1910,Ag2B2Bi6
1911,Ag1B1Br1
1912,Ag1B1Br1
1913,Ag1B1Br1
1914,Ag1B1Br2
1915,Ag1B1Br2
1916,Ag1B2Br1
1917,Ag1B2Br1
1918,Ag2B10Br4
1919,Ag2B1Br1
1920,Ag2B1Br1
1921,Ag2B4Br2
1922,Ag2B4Br2
1923,Ag1B1Ca1
1924,Ag1B1Ca1
1925,Ag1B1Ca1
1926,Ag1B1Ca2
1927,Ag1B1Ca2
1928,Ag1B2Ca1
1929,Ag1B2Ca1
1930,Ag2B1Ca1
1931,Ag2B1Ca1
1932,Ag2B2Ca2
1933,Ag1B1Cd1
1934,Ag1B1Cd1
1935,Ag1B1Cd1
1936,Ag1B1Cd2
1937,Ag1B1Cd2
1938,Ag1B2Cd1
1939,Ag1B2Cd1
1940,Ag2B1Cd1
1941,Ag2B1Cd1
1942,Ag2B2C8F8H16N16
1943,Ag1B1Cl1
1944,Ag1B1Cl1
1945,Ag1B1Cl1
1946,Ag1B1Cl2
1947,Ag1B1Cl2
1948,Ag1B2Cl1
1949,Ag1B2Cl1
1950,Ag2B1Cl1
1951,Ag2B1Cl1
1952,Ag1B1C4N4
1953,Ag1B1Co1
1954,Ag1B1Co1
1955,Ag1B1Co1
1956,Ag1B1Co2
1957,Ag1B1Co2
1958,Ag1B2Co1
1959,Ag1B2Co1
1960,Ag2B1Co1
1961,Ag2B1Co1
1962,Ag1B1Cr1
1963,Ag1B1Cr1
1964,Ag1B1Cr1
1965,Ag1B1Cr2
1966,Ag1B1Cr2
1967,Ag1B2Cr1
1968,Ag1B2Cr1
1969,Ag2B1Cr1
1970,Ag2B1Cr1
1971,Ag1B1Cu1
1972,Ag1B1Cu1
1973,Ag1B1Cu1
1974,Ag1B1Cu2
1975,Ag1B1Cu2
1976,Ag1B2Cu1
1977,Ag1B2Cu1
1978,Ag2B1Cu1
1979,Ag2B1Cu1
1980,Ag1Be1Br1
1981,Ag1Be1Br1
1982,Ag1Be1Br1
1983,Ag1Be1Br2
1984,Ag1Be1Br2
1985,Ag1Be2Br1
1986,Ag1Be2Br1
1987,Ag2Be1Br1
1988,Ag2Be1Br1
1989,Ag1Be1Cl1
1990,Ag1Be1Cl1
1991,Ag1Be1Cl1
1992,Ag1Be1Cl2
1993,Ag1Be1Cl2
1994,Ag1Be2Cl1
1995,Ag1Be2Cl1
1996,Ag2Be1Cl1
1997,Ag2Be1Cl1
1998,Ag1Be1Co1
1999,Ag1Be1Co1
2000,Ag1Be1Co1
2001,Ag1Be1Co2
2002,Ag1Be1Co2
2003,Ag1Be2Co1
2004,Ag1Be2Co1
2005,Ag2Be1Co1
2006,Ag2Be1Co1
2007,Ag4Be4Co24
2008,Ag1Be1Cr1
2009,Ag1Be1Cr1
2010,Ag1Be1Cr1
2011,Ag1Be1Cr2
2012,Ag1Be1Cr2
2013,Ag1Be2Cr1
2014,Ag1Be2Cr1
2015,Ag2Be1Cr1
2016,Ag2Be1Cr1
2017,Ag1Be1Cu1
2018,Ag1Be1Cu1
2019,Ag1Be1Cu1
2020,Ag1Be1Cu2
2021,Ag1Be1Cu2
2022,Ag1Be2Cu1
2023,Ag1Be2Cu1
2024,Ag2Be1Cu1
2025,Ag2Be1Cu1
2026,Ag1Be1F3
2027,Ag1Be1F3
2028,Ag1Be1Fe1
2029,Ag1Be1Fe1
2030,Ag1Be1Fe1
2031,Ag1Be1Fe2
2032,Ag1Be1Fe2
2033,Ag1Be2Fe1
2034,Ag1Be2Fe1
2035,Ag2Be1Fe1
2036,Ag2Be1Fe1
2037,Ag4Be4Fe24
